run_at,text_variant,dataset_size,batch_size,change_ratio,run_index,full_reload_time_sec,incremental_time_sec,incremental_hashing_sec,incremental_load_sec,peak_memory_mb,incremental_to_full_ratio,speedup_vs_full,recommended_strategy,break_even_change_ratio
2026-06-10T14:34:23.176506+00:00,long,50000,5000,0.2,1,22.187935000001744,21.180591000000277,0.3197629999995115,0.5757310999979381,74.47413730621338,0.9545994703877856,1.0475597682803777,incremental_load,
2026-06-10T14:35:07.027736+00:00,long,50000,5000,0.3,1,22.187935000001744,21.388473000002705,0.32079150000572554,0.81289359999937,74.9462366104126,0.9639686162773158,1.0373781709427754,incremental_load,
2026-06-10T14:35:50.974581+00:00,long,50000,5000,0.4,1,22.187935000001744,21.780890800000634,0.32010799999625306,1.1018162000000302,76.96670627593994,0.9816547055865686,1.0186881337287224,incremental_load,
2026-06-10T14:36:35.095154+00:00,long,50000,5000,0.45,1,22.187935000001744,21.856488099998387,0.31402880000314326,1.2181077000022924,77.2131404876709,0.9850618410409382,1.0151646915317278,incremental_load,
2026-06-10T14:37:19.462941+00:00,long,50000,5000,0.5,1,22.187935000001744,22.04170580000209,0.3199121000034211,1.376873200002592,77.46124839782715,0.9934095173796191,1.0066342052346802,incremental_load,
2026-06-10T14:38:04.045111+00:00,long,50000,5000,0.55,1,22.187935000001744,22.155093400000624,0.3078229000020656,1.460112400000071,77.41982841491699,0.9985198442306092,1.0014823498781151,incremental_load,
2026-06-10T14:38:48.790838+00:00,long,50000,5000,0.6,1,22.187935000001744,22.48552760000166,0.32663880000473,1.6167291999954614,77.95517539978027,1.013412361267504,0.9867651493309904,full_reload,0.6
2026-06-10T14:39:33.779124+00:00,long,50000,5000,0.7,1,22.187935000001744,22.56726560000243,0.3139093999998295,1.8913469000035548,78.45224571228027,1.0170962552396452,0.9831911137696432,full_reload,0.6
2026-06-10T14:40:18.770563+00:00,long,50000,5000,0.75,1,22.187935000001744,22.670318100001168,0.30965120000837487,2.0077439000015147,78.69938087463379,1.0217407838989696,0.9787218204053608,full_reload,0.6
2026-06-10T14:41:04.225085+00:00,long,50000,5000,0.8,1,22.187935000001744,22.980107600000338,0.32117099999595666,2.2048988999922585,78.94758033752441,1.035702853825673,0.9655278985726515,full_reload,0.6
2026-06-10T14:41:50.296450+00:00,long,50000,5000,0.9,1,22.187935000001744,23.49866259999908,0.3198692999976629,2.7330753999995068,78.59464263916016,1.0590738885794118,0.944221183038843,full_reload,0.6
2026-06-10T14:42:36.040739+00:00,long,50000,5000,1.0,1,22.187935000001744,23.478236599999946,0.319149800001469,2.7151838000027055,78.45937442779541,1.058153298177505,0.9450426528200928,full_reload,0.6
2026-06-10T14:43:41.453351+00:00,long,50000,5000,0.0,2,22.28705070000069,20.62359849999848,0.31559410000772914,0.0003454000034253113,72.70032501220703,0.9253623899189963,1.0806577086924154,incremental_load,
2026-06-10T14:44:24.385433+00:00,long,50000,5000,0.01,2,22.28705070000069,20.59829919999902,0.31657629999608616,0.04905789999975241,72.84567070007324,0.9242272329913254,1.0819849970914954,incremental_load,
